data_referencia,torre,apartamento,consumo_m3,valor_conta
2022-03,B,13,12.95,64.75
2022-04,B,13,11.96,59.8
2022-05,B,13,11.09,55.45
2022-06,B,13,10.91,54.55
2022-07,B,13,19.26,96.3
2022-08,B,13,12.92,64.6
2022-09,B,13,9.98,49.93
2022-10,B,13,10.26,51.3
2022-11,B,13,9.68,48.88
2022-12,B,13,11.78,58.9
2023-01,B,13,11.47,57.35
2023-02,B,13,9.11,46.88
2023-03,B,13,11.04,55.2
2023-04,B,13,11.01,55.05
2023-05,B,13,13.83,69.15
2023-06,B,13,12.67,63.35
2023-07,B,13,14.26,71.3
2023-08,B,13,12.72,63.6
2023-09,B,13,11.8,59.0
2023-10,B,13,10.79,53.95
2023-11,B,13,9.93,49.75
2023-12,B,13,13.81,69.05
2024-01,B,13,11.2,56.0
2024-02,B,13,10.86,54.3
2024-03,B,13,13.31,66.55
2024-04,B,13,14.48,72.4
2024-05,B,13,13.03,65.15
2024-06,B,13,13.47,67.35
2024-07,B,13,11.29,56.45
2024-08,B,13,15.02,75.1
2024-09,B,13,9.41,47.94
2024-10,B,13,10.34,51.7
2024-11,B,13,14.26,71.3
2024-12,B,13,14.26,71.3
2022-01,B,14,8.72,45.52
2022-02,B,14,6.09,36.31
2022-03,B,14,4.0,29.0
2022-04,B,14,7.23,40.3
2022-05,B,14,8.3,44.05
2022-06,B,14,7.79,42.27
2022-07,B,14,7.01,39.53
2022-08,B,14,7.07,39.75
2022-09,B,14,5.46,34.11
2022-10,B,14,6.33,37.16
2022-11,B,14,8.85,45.97
2022-12,B,14,5.77,35.2
2023-01,B,14,4.7,31.45
2023-02,B,14,6.84,38.94
2023-03,B,14,3.95,28.83
2023-04,B,14,6.0,36.0
2023-05,B,14,6.37,37.3
2023-06,B,14,4.8,31.8
2023-07,B,14,7.22,40.27
2023-08,B,14,8.86,46.01
2023-09,B,14,7.78,42.23
2023-10,B,14,5.6,34.6
2023-11,B,14,6.93,39.25
2023-12,B,14,9.28,47.48
2024-01,B,14,5.75,35.12
2024-02,B,14,8.42,44.47
2024-03,B,14,4.49,30.71
2024-04,B,14,5.53,34.36
2024-05,B,14,6.0,36.0
2024-06,B,14,5.1,32.85
2024-07,B,14,5.43,34.0
2024-08,B,14,8.14,43.49
2024-09,B,14,8.88,46.08
2024-10,B,14,5.87,35.55
2024-11,B,14,4.23,29.8
2024-12,B,14,6.79,38.77
2022-01,B,15,9.49,48.22
2022-02,B,15,13.63,68.15
2022-03,B,15,13.56,67.8
2022-04,B,15,11.06,55.3
2022-05,B,15,12.15,60.75
2022-06,B,15,13.36,66.8
2022-07,B,15,14.43,72.15
2022-08,B,15,13.2,66.0
2022-09,B,15,11.19,55.95
2022-10,B,15,12.1,60.5
2022-11,B,15,13.84,69.2
2022-12,B,15,9.56,48.46
2023-01,B,15,8.86,46.01
2023-02,B,15,11.7,58.5
2023-03,B,15,10.62,53.1
2023-04,B,15,12.37,61.85
2023-05,B,15,13.58,67.9
2023-06,B,15,10.07,50.35
2023-07,B,15,14.13,70.65
2023-08,B,15,9.09,46.81
2023-09,B,15,10.61,53.05
2023-10,B,15,13.07,65.35
2023-11,B,15,14.76,73.8
2023-12,B,15,13.44,67.2
2024-01,B,15,11.99,59.95
2024-02,B,15,14.37,71.85
2024-03,B,15,13.19,65.95
2024-04,B,15,11.88,59.4
2024-05,B,15,11.21,56.05
2024-06,B,15,13.43,67.15
2024-07,B,15,14.26,71.3
2024-08,B,15,12.21,61.05
2024-09,B,15,10.57,52.85
2024-10,B,15,9.47,48.15
2024-11,B,15,12.74,63.7
2024-12,B,15,9.63,48.71
2022-01,B,16,7.5,41.25
2022-02,B,16,4.64,31.24
2022-03,B,16,4.93,32.25
2022-04,B,16,6.74,38.59
2022-05,B,16,8.18,43.63
2022-06,B,16,8.14,43.49
2022-07,B,16,5.89,35.61
2022-08,B,16,6.08,36.28
2022-09,B,16,8.41,44.44
2022-10,B,16,4.7,31.45
2022-11,B,16,5.88,35.58
2022-12,B,16,5.11,32.89
2023-01,B,16,6.99,39.47
2023-02,B,16,9.1,46.85
2023-03,B,16,6.33,37.16
2023-04,B,16,6.67,38.34
2023-05,B,16,7.0,39.5
2023-06,B,16,6.62,38.17
2023-07,B,16,5.59,34.56
2023-08,B,16,6.35,37.22
2023-09,B,16,9.0,46.5
2023-10,B,16,7.6,41.6
2023-11,B,16,6.98,39.43
2023-12,B,16,6.05,36.17
2024-01,B,16,4.81,31.83
2024-02,B,16,7.29,40.52
2024-03,B,16,7.87,42.55
2024-04,B,16,4.2,29.7
2024-05,B,16,8.2,43.7
2024-06,B,16,4.64,31.24
2024-07,B,16,4.14,29.49
2024-08,B,16,3.97,28.9
2024-09,B,16,7.23,40.3
2024-10,B,16,6.43,37.5
2024-11,B,16,8.62,45.17
2024-12,B,16,8.5,44.75
2022-01,B,17,4.21,29.73
2022-02,B,17,3.98,28.93
2022-03,B,17,8.29,44.02
2022-04,B,17,7.06,39.71
2022-05,B,17,8.68,45.38
2022-06,B,17,4.57,31.0
2022-07,B,17,8.04,43.14
2022-08,B,17,8.58,45.03
2022-09,B,17,6.04,36.14
2022-10,B,17,7.9,42.65
2022-11,B,17,4.83,31.91
2022-12,B,17,7.97,42.89
2023-01,B,17,6.42,37.47
2023-02,B,17,5.25,33.38
2023-03,B,17,5.5,34.25
2023-04,B,17,5.44,34.04
2023-05,B,17,6.28,36.98
2023-06,B,17,8.2,43.7
2023-07,B,17,6.03,36.11
2023-08,B,17,5.82,35.37
2023-09,B,17,7.02,39.57
2023-10,B,17,8.57,45.0
2023-11,B,17,8.87,46.05
2023-12,B,17,8.64,45.24
2024-01,B,17,5.62,34.67
2024-02,B,17,7.65,41.78
2024-03,B,17,5.21,33.23
2024-04,B,17,5.89,35.61
2024-05,B,17,5.05,32.67
2024-06,B,17,8.5,44.75
2024-07,B,17,4.91,32.19
2024-08,B,17,8.11,43.38
2024-09,B,17,6.0,36.0
2024-10,B,17,6.14,36.49
2024-11,B,17,4.48,30.68
2024-12,B,17,7.7,41.95
2022-01,B,18,6.72,38.52
2022-02,B,18,5.61,34.64
2022-03,B,18,8.81,45.84
2022-04,B,18,9.32,47.62
2022-05,B,18,9.06,46.71
2022-06,B,18,7.68,41.88
2022-07,B,18,6.63,38.2
2022-08,B,18,5.08,32.78
2022-09,B,18,9.11,46.88
2022-10,B,18,5.58,34.53
2022-11,B,18,6.36,37.26
2022-12,B,18,5.55,34.42
2023-01,B,18,5.09,32.81
2023-02,B,18,5.14,32.99
2023-03,B,18,4.99,32.47
2023-04,B,18,7.0,39.5
2023-05,B,18,8.48,44.68
2023-06,B,18,6.91,39.19
2023-07,B,18,7.34,40.69
2023-08,B,18,8.19,43.66
2023-09,B,18,6.56,37.96
2023-10,B,18,8.19,43.66
2023-11,B,18,4.25,29.88
2023-12,B,18,8.38,44.33
2024-01,B,18,6.31,37.08
2024-02,B,18,5.99,35.97
2024-03,B,18,8.23,43.8
2024-04,B,18,8.81,45.84
2024-05,B,18,4.9,32.15
2024-06,B,18,5.17,33.09
2024-07,B,18,3.97,28.9
2024-08,B,18,4.84,31.94
2024-09,B,18,5.42,33.97
2024-10,B,18,8.71,45.48
2024-11,B,18,8.59,45.06
2024-12,B,18,8.61,45.13
2022-01,B,19,9.47,48.15
2022-02,B,19,9.15,47.02
2022-03,B,19,13.92,69.6
2022-04,B,19,10.54,52.7
2022-05,B,19,12.99,64.95
2022-06,B,19,12.54,62.7
2022-07,B,19,18.19,90.95
2022-08,B,19,14.76,73.8
2022-09,B,19,14.08,70.4
2022-10,B,19,13.27,66.35
2022-11,B,19,10.91,54.55
2022-12,B,19,10.34,51.7
2023-01,B,19,10.62,53.1
2023-02,B,19,10.0,50.0
2023-03,B,19,12.58,62.9
2023-04,B,19,13.64,68.2
2023-05,B,19,9.95,49.82
2023-06,B,19,12.63,63.15
2023-07,B,19,14.38,71.9
2023-08,B,19,12.34,61.7
2023-09,B,19,11.02,55.1
2023-10,B,19,12.81,64.05
2023-11,B,19,13.35,66.75
2023-12,B,19,12.96,64.8
2024-01,B,19,12.23,61.15
2024-02,B,19,14.07,70.35
2024-03,B,19,15.06,75.3
2024-04,B,19,12.44,62.2
2024-05,B,19,9.4,47.9
2024-06,B,19,14.0,70.0
2024-07,B,19,17.94,89.7
2024-08,B,19,11.38,56.9
2024-09,B,19,10.06,50.3
2024-10,B,19,11.84,59.2
2024-11,B,19,14.17,70.85
2024-12,B,19,10.01,50.05
2022-01,B,20,5.9,35.65
2022-02,B,20,6.91,39.19
2022-03,B,20,5.8,35.3
2022-04,B,20,6.69,38.42
2022-05,B,20,4.72,31.52
2022-06,B,20,6.62,38.17
2022-07,B,20,8.09,43.31
2022-08,B,20,7.22,40.27
2022-09,B,20,7.31,40.58
2022-10,B,20,5.69,34.92
2022-11,B,20,4.99,32.47
2022-12,B,20,5.21,33.23
2023-01,B,20,6.29,37.02
2023-02,B,20,7.49,41.22
2023-03,B,20,6.53,37.86
2023-04,B,20,6.18,36.63
2023-05,B,20,5.12,32.92
2023-06,B,20,5.53,34.36
2023-07,B,20,7.33,40.66
2023-08,B,20,7.63,41.7
2023-09,B,20,6.27,36.95
2023-10,B,20,8.93,46.25
2023-11,B,20,6.65,38.28
2023-12,B,20,5.83,35.41
2024-01,B,20,8.04,43.14
2024-02,B,20,8.34,44.19
2024-03,B,20,6.61,38.14
2024-04,B,20,8.03,43.1
2024-05,B,20,4.59,31.06
2024-06,B,20,8.62,45.17
2024-07,B,20,8.35,44.22
2024-08,B,20,7.55,41.42
2024-09,B,20,9.11,46.88
2024-10,B,20,6.01,36.03
2024-11,B,20,8.27,43.95
2024-12,B,20,8.68,45.38
2022-01,B,21,8.66,45.31
2022-02,B,21,4.61,31.14
2022-03,B,21,7.92,42.72
2022-04,B,21,7.8,42.3
2022-05,B,21,7.35,40.72
2022-06,B,21,5.74,35.09
2022-07,B,21,6.03,36.11
2022-08,B,21,6.13,36.45
2022-09,B,21,6.59,38.06
2022-10,B,21,6.49,37.72
2022-11,B,21,6.2,36.7
2022-12,B,21,7.06,39.71
2023-01,B,21,6.24,36.84
2023-02,B,21,4.36,30.26
2023-03,B,21,7.58,41.53
2023-04,B,21,8.28,43.98
2023-05,B,21,6.94,39.29
2023-06,B,21,8.99,46.47
2023-07,B,21,5.82,35.37
2023-08,B,21,6.34,37.19
2023-09,B,21,8.07,43.25
2023-10,B,21,7.95,42.83
2023-11,B,21,8.5,44.75
2023-12,B,21,5.05,32.67
2024-01,B,21,8.24,43.84
2024-02,B,21,5.48,34.18
2024-03,B,21,7.59,41.56
2024-04,B,21,7.53,41.36
2024-05,B,21,8.99,46.47
2024-06,B,21,9.17,47.09
2024-07,B,21,4.84,31.94
2024-08,B,21,7.0,39.5
2024-09,B,21,8.71,45.48
2024-10,B,21,9.03,46.6
2024-11,B,21,4.78,31.73
2024-12,B,21,8.33,44.16
2022-01,B,22,11.47,57.35
2022-02,B,22,13.68,68.4
2022-03,B,22,12.26,61.3
2022-04,B,22,13.82,69.1
2022-05,B,22,9.75,49.12
2022-06,B,22,13.02,65.1
2022-07,B,22,17.47,87.35
2022-08,B,22,12.17,60.85
2022-09,B,22,11.22,56.1
2022-10,B,22,10.53,52.65
2022-11,B,22,13.46,67.3
2022-12,B,22,10.24,51.2
2023-01,B,22,10.09,50.45
2023-02,B,22,9.01,46.53
2023-03,B,22,12.25,61.25
2023-04,B,22,12.12,60.6
2023-05,B,22,15.54,77.7
2023-06,B,22,12.76,63.8
2023-07,B,22,15.12,75.6
2023-08,B,22,12.34,61.7
2023-09,B,22,10.16,50.8
2023-10,B,22,13.97,69.85
2023-11,B,22,13.37,66.85
2023-12,B,22,12.27,61.35
2024-01,B,22,9.92,49.72
2024-02,B,22,9.7,48.95
2024-03,B,22,11.24,56.2
2024-04,B,22,10.59,52.95
2024-05,B,22,10.9,54.5
2024-06,B,22,12.55,62.75
2024-07,B,22,18.36,91.8
2024-08,B,22,9.58,48.53
2024-09,B,22,9.81,49.34
2024-10,B,22,9.64,48.74
2024-11,B,22,8.71,45.48
2024-12,B,22,11.53,57.65
2022-01,B,23,6.15,36.53
2022-02,B,23,8.11,43.38
2022-03,B,23,5.21,33.23
2022-04,B,23,6.57,38.0
2022-05,B,23,5.62,34.67
2022-06,B,23,6.93,39.25
2022-07,B,23,7.66,41.81
2022-08,B,23,7.24,40.34
2022-09,B,23,4.32,30.12
2022-10,B,23,7.1,39.85
2022-11,B,23,8.2,43.7
2022-12,B,23,5.78,35.23
2023-01,B,23,8.4,44.4
2023-02,B,23,8.23,43.8
2023-03,B,23,4.73,31.55
2023-04,B,23,8.72,45.52
2023-05,B,23,5.63,34.7
2023-06,B,23,4.56,30.96
2023-07,B,23,5.84,35.44
2023-08,B,23,7.32,40.62
2023-09,B,23,4.74,31.59
2023-10,B,23,7.41,40.94
2023-11,B,23,6.4,37.4
2023-12,B,23,4.12,29.42
2024-01,B,23,6.2,36.7
2024-02,B,23,6.74,38.59
2024-03,B,23,6.38,37.33
2024-04,B,23,5.59,34.56
2024-05,B,23,7.07,39.75
2024-06,B,23,5.68,34.88
2024-07,B,23,4.89,32.11
2024-08,B,23,6.24,36.84
2024-09,B,23,4.64,31.24
2024-10,B,23,8.59,45.06
2024-11,B,23,8.94,46.29
2024-12,B,23,6.45,37.58
2022-01,B,24,9.27,47.45
2022-02,B,24,4.12,29.42
2022-03,B,24,7.49,41.22
2022-04,B,24,9.21,47.23
2022-05,B,24,8.38,44.33
2022-06,B,24,7.85,42.47
2022-07,B,24,8.8,45.8
2022-08,B,24,8.81,45.84
2022-09,B,24,7.89,42.61
2022-10,B,24,5.11,32.89
2022-11,B,24,6.93,39.25
2022-12,B,24,6.02,36.07
2023-01,B,24,7.57,41.5
2023-02,B,24,7.18,40.13
2023-03,B,24,6.62,38.17
2023-04,B,24,8.34,44.19
2023-05,B,24,4.59,31.06
2023-06,B,24,7.12,39.92
2023-07,B,24,4.65,31.28
2023-08,B,24,4.25,29.88
2023-09,B,24,8.34,44.19
2023-10,B,24,6.33,37.16
2023-11,B,24,4.35,30.22
2023-12,B,24,5.51,34.28
2024-01,B,24,4.59,31.06
2024-02,B,24,4.33,30.16
2024-03,B,24,5.23,33.3
2024-04,B,24,6.09,36.31
2024-05,B,24,9.05,46.68
2024-06,B,24,5.78,35.23
2024-07,B,24,4.29,30.02
2024-08,B,24,4.66,31.31
2024-09,B,24,6.15,36.53
2024-10,B,24,8.21,43.73
2024-11,B,24,6.08,36.28
2024-12,B,24,6.11,36.39
2022-01,B,25,12.43,62.15
2022-02,B,25,12.91,64.55
2022-03,B,25,10.46,52.3
2022-04,B,25,10.54,52.7
2022-05,B,25,13.58,67.9
2022-06,B,25,12.62,63.1
2022-07,B,25,16.26,81.3
2022-08,B,25,12.38,61.9
2022-09,B,25,8.8,45.8
2022-10,B,25,9.97,49.9
2022-11,B,25,9.3,47.55
2022-12,B,25,10.18,50.9
2023-01,B,25,11.02,55.1
2023-02,B,25,10.91,54.55
2023-03,B,25,14.32,71.6
2023-04,B,25,12.21,61.05
2023-05,B,25,10.5,52.5
2023-06,B,25,13.73,68.65
2023-07,B,25,16.18,80.9
2023-08,B,25,11.29,56.45
2023-09,B,25,13.92,69.6
2023-10,B,25,13.61,68.05
2023-11,B,25,10.07,50.35
2023-12,B,25,13.44,67.2
2024-01,B,25,10.51,52.55
2024-02,B,25,11.11,55.55
2024-03,B,25,12.42,62.1
2024-04,B,25,11.7,58.5
2024-05,B,25,9.45,48.07
2024-06,B,25,11.45,57.25
2024-07,B,25,14.38,71.9
2024-08,B,25,12.77,63.85
2024-09,B,25,9.73,49.05
2024-10,B,25,13.3,66.5
2024-11,B,25,9.38,47.83
2024-12,B,25,12.49,62.45
2022-01,B,26,17.65,88.25
2022-02,B,26,23.49,126.17
2022-03,B,26,23.39,125.43
2022-04,B,26,20.82,106.15
2022-05,B,26,17.14,85.7
2022-06,B,26,17.5,87.5
2022-07,B,26,24.62,134.65
2022-08,B,26,21.04,107.8
2022-09,B,26,19.13,95.65
2022-10,B,26,22.76,120.7
2022-11,B,26,21.67,112.53
2022-12,B,26,20.38,102.85
2023-01,B,26,15.35,76.75
2023-02,B,26,16.47,82.35
2023-03,B,26,17.34,86.7
2023-04,B,26,21.32,109.9
2023-05,B,26,24.28,132.1
2023-06,B,26,19.86,99.3
2023-07,B,26,22.27,117.03
2023-08,B,26,17.7,88.5
2023-09,B,26,20.85,106.38
2023-10,B,26,20.07,100.53
2023-11,B,26,16.35,81.75
2023-12,B,26,20.27,102.02
2024-01,B,26,24.39,132.93
2024-02,B,26,20.32,102.4
2024-03,B,26,16.48,82.4
2024-04,B,26,15.65,78.25
2024-05,B,26,17.05,85.25
2024-06,B,26,18.42,92.1
2024-07,B,26,20.66,104.95
2024-08,B,26,23.71,127.83
2024-09,B,26,15.59,77.95
2024-10,B,26,20.52,103.9
2024-11,B,26,17.59,87.95
2024-12,B,26,21.73,112.98
2022-01,B,27,12.33,61.65
2022-02,B,27,10.57,52.85
2022-03,B,27,11.38,56.9
2022-04,B,27,9.98,49.93
2022-05,B,27,11.7,58.5
2022-06,B,27,9.3,47.55
2022-07,B,27,17.57,87.85
2022-08,B,27,11.79,58.95
2022-09,B,27,10.26,51.3
2022-10,B,27,9.88,49.58
2022-11,B,27,11.86,59.3
2022-12,B,27,9.92,49.72
2023-01,B,27,11.14,55.7
2023-02,B,27,13.55,67.75
2023-03,B,27,9.35,47.73
2023-04,B,27,13.24,66.2
2023-05,B,27,14.17,70.85
2023-06,B,27,14.43,72.15
2023-07,B,27,15.48,77.4
2023-08,B,27,11.12,55.6
2023-09,B,27,10.89,54.45
2023-10,B,27,9.9,49.65
2023-11,B,27,13.85,69.25
2023-12,B,27,11.07,55.35
2024-01,B,27,12.36,61.8
2024-02,B,27,12.82,64.1
2024-03,B,27,10.91,54.55
2024-04,B,27,13.11,65.55
2024-05,B,27,14.65,73.25
2024-06,B,27,14.85,74.25
2024-07,B,27,12.67,63.35
2024-08,B,27,14.71,73.55
2024-09,B,27,11.74,58.7
2024-10,B,27,8.88,46.08
2024-11,B,27,11.92,59.6
2024-12,B,27,14.5,72.5
2022-01,B,28,13.05,65.25
2022-02,B,28,14.09,70.45
2022-03,B,28,10.97,54.85
2022-04,B,28,13.89,69.45
2022-05,B,28,12.04,60.2
2022-06,B,28,8.97,46.4
2022-07,B,28,14.38,71.9
2022-08,B,28,14.72,73.6
2022-09,B,28,9.86,49.51
2022-10,B,28,13.98,69.9
2022-11,B,28,14.47,72.35
2022-12,B,28,11.3,56.5
2023-01,B,28,10.09,50.45
2023-02,B,28,10.95,54.75
2023-03,B,28,11.98,59.9
2023-04,B,28,14.26,71.3
2023-05,B,28,11.67,58.35
2023-06,B,28,14.94,74.7
2023-07,B,28,11.91,59.55
2023-08,B,28,14.33,71.65
2023-09,B,28,13.63,68.15
2023-10,B,28,15.3,76.5
2023-11,B,28,14.18,70.9
2023-12,B,28,10.69,53.45
2024-01,B,28,10.91,54.55
2024-02,B,28,9.61,48.63
2024-03,B,28,10.76,53.8
2024-04,B,28,14.05,70.25
2024-05,B,28,14.68,73.4
2024-06,B,28,14.12,70.6
2024-07,B,28,18.3,91.5
2024-08,B,28,11.84,59.2
2024-09,B,28,8.99,46.47
2024-10,B,28,13.26,66.3
2024-11,B,28,12.36,61.8
2024-12,B,28,10.75,53.75
2022-01,B,29,18.97,94.85
2022-02,B,29,18.18,90.9
2022-03,B,29,23.8,128.5
2022-04,B,29,20.75,105.62
2022-05,B,29,16.44,82.2
2022-06,B,29,20.52,103.9
2022-07,B,29,19.28,96.4
2022-08,B,29,18.67,93.35
2022-09,B,29,23.89,129.18
2022-10,B,29,20.04,100.3
2022-11,B,29,16.01,80.05
2022-12,B,29,18.33,91.65
2023-01,B,29,23.74,128.05
2023-02,B,29,21.37,110.28
2023-03,B,29,22.82,121.15
2023-04,B,29,21.58,111.85
2023-05,B,29,17.77,88.85
2023-06,B,29,21.78,113.35
2023-07,B,29,26.44,148.3
2023-08,B,29,21.66,112.45
2023-09,B,29,15.03,75.15
2023-10,B,29,16.25,81.25
2023-11,B,29,18.59,92.95
2023-12,B,29,21.02,107.65
2024-01,B,29,21.08,108.1
2024-02,B,29,19.05,95.25
2024-03,B,29,18.81,94.05
2024-04,B,29,21.6,112.0
2024-05,B,29,22.71,120.33
2024-06,B,29,19.45,97.25
2024-07,B,29,26.23,146.72
2024-08,B,29,16.83,84.15
2024-09,B,29,21.5,111.25
2024-10,B,29,22.11,115.82
2024-11,B,29,17.8,89.0
2024-12,B,29,18.21,91.05
2022-01,B,30,53.47,351.02
2022-02,B,30,40.41,253.07
2022-03,B,30,56.74,375.55
2022-04,B,30,57.43,380.73
2022-05,B,30,57.2,379.0
2022-06,B,30,45.16,288.7
2022-07,B,30,43.41,275.57
2022-08,B,30,52.54,344.05
2022-09,B,30,53.77,353.28
2022-10,B,30,57.09,378.18
2022-11,B,30,52.73,345.47
2022-12,B,30,54.76,360.7
2023-01,B,30,29.12,168.4
2023-02,B,30,33.11,198.32
2023-03,B,30,36.8,226.0
2023-04,B,30,55.72,367.9
2023-05,B,30,35.57,216.78
2023-06,B,30,40.74,255.55
2023-07,B,30,42.58,269.35
2023-08,B,30,37.16,228.7
2023-09,B,30,42.3,267.25
2023-10,B,30,44.35,282.62
2023-11,B,30,40.62,254.65
2023-12,B,30,55.55,366.62
2024-01,B,30,53.9,354.25
2024-02,B,30,51.36,335.2
2024-03,B,30,32.4,193.0
2024-04,B,30,38.09,235.68
2024-05,B,30,35.67,217.53
2024-06,B,30,38.95,242.13
2024-07,B,30,49.37,320.27
2024-08,B,30,49.18,318.85
2024-09,B,30,45.64,292.3
2024-10,B,30,44.35,282.62
2024-11,B,30,51.13,333.48
2024-12,B,30,46.2,296.5
2022-01,B,31,12.17,60.85
2022-02,B,31,14.29,71.45
2022-03,B,31,14.28,71.4
2022-04,B,31,9.76,49.16
2022-05,B,31,11.28,56.4
2022-06,B,31,9.28,47.48
2022-07,B,31,15.2,76.0
2022-08,B,31,9.26,47.41
2022-09,B,31,12.37,61.85
2022-10,B,31,11.01,55.05
2022-11,B,31,11.62,58.1
2022-12,B,31,10.95,54.75
2023-01,B,31,10.33,51.65
2023-02,B,31,14.67,73.35
2023-03,B,31,11.51,57.55
2023-04,B,31,9.42,47.97
2023-05,B,31,12.62,63.1
2023-06,B,31,11.22,56.1
2023-07,B,31,16.99,84.95
2023-08,B,31,13.58,67.9
2023-09,B,31,11.19,55.95
2023-10,B,31,10.09,50.45
2023-11,B,31,11.53,57.65
2023-12,B,31,9.58,48.53
2024-01,B,31,12.83,64.15
2024-02,B,31,14.64,73.2
2024-03,B,31,9.84,49.44
2024-04,B,31,10.63,53.15
2024-05,B,31,8.7,45.45
2024-06,B,31,15.09,75.45
2024-07,B,31,15.68,78.4
2024-08,B,31,13.43,67.15
2024-09,B,31,11.25,56.25
2024-10,B,31,10.61,53.05
2024-11,B,31,12.8,64.0
2024-12,B,31,13.23,66.15
2022-01,B,32,12.19,60.95
2022-02,B,32,9.58,48.53
2022-03,B,32,13.04,65.2
2022-04,B,32,11.23,56.15
2022-05,B,32,11.21,56.05
2022-06,B,32,11.04,55.2
2022-07,B,32,10.79,53.95
2022-08,B,32,9.61,48.63
2022-09,B,32,11.02,55.1
2022-10,B,32,12.22,61.1
2022-11,B,32,12.88,64.4
2022-12,B,32,12.13,60.65
2023-01,B,32,14.53,72.65
2023-02,B,32,9.72,49.02
2023-03,B,32,13.12,65.6
2023-04,B,32,12.03,60.15
2023-05,B,32,11.26,56.3
2023-06,B,32,12.71,63.55
2023-07,B,32,13.08,65.4
2023-08,B,32,10.76,53.8
2023-09,B,32,8.86,46.01
2023-10,B,32,14.1,70.5
2023-11,B,32,12.25,61.25
2023-12,B,32,13.91,69.55
2024-01,B,32,12.27,61.35
2024-02,B,32,9.32,47.62
2024-03,B,32,11.03,55.15
2024-04,B,32,9.45,48.07
2024-05,B,32,12.09,60.45
2024-06,B,32,14.41,72.05
2024-07,B,32,11.44,57.2
2024-08,B,32,9.17,47.09
2024-09,B,32,11.47,57.35
2024-10,B,32,10.52,52.6
2024-11,B,32,11.08,55.4
2024-12,B,32,10.39,51.95
2022-01,B,33,11.76,58.8
2022-02,B,33,12.21,61.05
2022-03,B,33,12.98,64.9
2022-04,B,33,11.19,55.95
2022-05,B,33,12.8,64.0
2022-06,B,33,8.92,46.22
2022-07,B,33,12.29,61.45
2022-08,B,33,13.13,65.65
2022-09,B,33,11.07,55.35
2022-10,B,33,11.12,55.6
2022-11,B,33,14.78,73.9
2022-12,B,33,11.85,59.25
2023-01,B,33,11.13,55.65
2023-02,B,33,15.05,75.25
2023-03,B,33,10.55,52.75
2023-04,B,33,13.49,67.45
2023-05,B,33,13.84,69.2
2023-06,B,33,9.13,46.95
2023-07,B,33,16.29,81.45
2023-08,B,33,13.25,66.25
2023-09,B,33,11.82,59.1
2023-10,B,33,8.85,45.97
2023-11,B,33,13.67,68.35
2023-12,B,33,9.93,49.75
2024-01,B,33,13.66,68.3
2024-02,B,33,11.73,58.65
2024-03,B,33,12.86,64.3
2024-04,B,33,12.44,62.2
2024-05,B,33,10.6,53.0
2024-06,B,33,13.32,66.6
2024-07,B,33,12.4,62.0
2024-08,B,33,9.11,46.88
2024-09,B,33,12.1,60.5
2024-10,B,33,12.22,61.1
2024-11,B,33,11.58,57.9
2024-12,B,33,9.41,47.94
2022-01,B,34,9.54,48.39
2022-02,B,34,12.31,61.55
2022-03,B,34,10.66,53.3
2022-04,B,34,10.5,52.5
2022-05,B,34,15.15,75.75
2022-06,B,34,12.59,62.95
2022-07,B,34,12.96,64.8
2022-08,B,34,14.75,73.75
2022-09,B,34,14.33,71.65
2022-10,B,34,9.89,49.62
2022-11,B,34,10.84,54.2
2022-12,B,34,12.73,63.65
2023-01,B,34,10.48,52.4
2023-02,B,34,10.55,52.75
2023-03,B,34,10.96,54.8
2023-04,B,34,13.35,66.75
2023-05,B,34,13.99,69.95
2023-06,B,34,10.79,53.95
2023-07,B,34,14.64,73.2
2023-08,B,34,12.92,64.6
2023-09,B,34,12.21,61.05
2023-10,B,34,11.12,55.6
2023-11,B,34,12.11,60.55
2023-12,B,34,12.49,62.45
2024-01,B,34,15.1,75.5
2024-02,B,34,9.42,47.97
2024-03,B,34,11.94,59.7
2024-04,B,34,12.3,61.5
2024-05,B,34,15.56,77.8
2024-06,B,34,14.72,73.6
2024-07,B,34,13.92,69.6
2024-08,B,34,12.89,64.45
2024-09,B,34,10.33,51.65
2024-10,B,34,14.0,70.0
2024-11,B,34,11.63,58.15
2024-12,B,34,12.41,62.05
2022-01,B,35,4.35,30.22
2022-02,B,35,6.39,37.36
2022-03,B,35,5.52,34.32
2022-04,B,35,8.79,45.77
2022-05,B,35,6.25,36.88
2022-06,B,35,8.77,45.7
2022-07,B,35,6.53,37.86
2022-08,B,35,5.22,33.27
2022-09,B,35,5.14,32.99
2022-10,B,35,5.51,34.28
2022-11,B,35,6.65,38.28
2022-12,B,35,7.16,40.06
2023-01,B,35,4.4,30.4
2023-02,B,35,5.76,35.16
2023-03,B,35,8.47,44.65
2023-04,B,35,8.91,46.19
2023-05,B,35,8.7,45.45
2023-06,B,35,8.38,44.33
2023-07,B,35,8.48,44.68
2023-08,B,35,7.25,40.38
2023-09,B,35,5.57,34.5
2023-10,B,35,5.59,34.56
2023-11,B,35,9.09,46.81
2023-12,B,35,7.57,41.5
2024-01,B,35,7.26,40.41
2024-02,B,35,4.2,29.7
2024-03,B,35,4.23,29.8
2024-04,B,35,6.01,36.03
2024-05,B,35,6.04,36.14
2024-06,B,35,8.15,43.53
2024-07,B,35,6.47,37.64
